133763759,c1c7e7af-3a9a-49b5-84a7-641d9170384a,787719,Chills: A True Crime Podcast,True Crime,Bonus Episode: The Durham Valentine’s Day Murders,"Hello, it’s a very first bonus episode!! First off, Happy V-day! Today we are going to be talking all about the 1971 Durham Valentine’s Murders. I hope y’all enjoy this crazy story! Follow us on Instagram or Twitter @chillspodcast send us an email at chillspodcast@yahoo.com. 

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",1514,25.23,2020-02-14,2020.0,False,full,1,10.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_episode/2053881/2053881-1581709112229-d911966b0d121.jpg,https://anchor.fm/s/cd68fc4/podcast/play/10384180/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-02-14%2Fb48512cee94685e6564a7769130601fa.m4a,https://anchor.fm/chillspodcast/episodes/Bonus-Episode-The-Durham-Valentines-Day-Murders-eardbk,0.0610304789548596,hello bonus happy v day today go talk durham valentine murder hope enjoy crazy story follow instagram twitter chillspodcast send email chillspodcast yahoo com support https anchor fm chillspodcast support
133763760,d0ca4701-d204-4850-97b5-0e437b0897ef,787719,Chills: A True Crime Podcast,True Crime,Episode 9: The Gainesville Ripper,"Today we are talking all about The Gainesville Ripper & the absolute mayhem he caused in Gainesville. Don’t forget to rate & review for a Chills Podcast sticker. Follow us on social media @chillspodcast, have a case suggestion? Email us at chillspodcast@yahoo.com

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",1916,31.93,2020-02-10,2020.0,False,full,1,9.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/2053881/2053881-1578257383813-a265dbed37978.jpg,https://anchor.fm/s/cd68fc4/podcast/play/10289998/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-02-10%2F99df0ba356342603f1da01884f4e0a02.m4a,https://anchor.fm/chillspodcast/episodes/Episode-9-The-Gainesville-Ripper-eaohce,0.0772375423316951,today talk gainesville ripper absolute mayhem cause gainesville forget rate review chill sticker follow social medium chillspodcast case suggestion email chillspodcast yahoo com support https anchor fm chillspodcast support
133763761,648a39f2-7343-439e-a7cb-24ddcb535dcf,787719,Chills: A True Crime Podcast,True Crime,Episode 8: The Mysterious Death of Kenneka Jenkins & The Roxbury Murders,"We’re givin’ a ton of information in this weeks episode. First we discuss the very strange death of Kenneka Jenkins. Then we discuss The Roxbury Murders, 12 women died around the same area over the course of 5 months. Follow us on Instagram or Twitter @chillspodcast or email at chillspodcast@yahoo.com. Don’t forget to rate & review and send us a screenshot for a Chills Podcast sticker!!

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",1681,28.02,2020-02-05,2020.0,False,full,1,8.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_episode/2053881/2053881-1580867019459-4c434b46b098f.jpg,https://anchor.fm/s/cd68fc4/podcast/play/10132866/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-02-05%2F4ada2954d4149772bdb9d29529b344f4.m4a,https://anchor.fm/chillspodcast/episodes/Episode-8-The-Mysterious-Death-of-Kenneka-Jenkins--The-Roxbury-Murders-eajnu2,0.0677793904207359,givin ton information week discuss strange death kenneka jenkin discuss roxbury murder woman die area course month follow instagram twitter chillspodcast email chillspodcast yahoo com forget rate review send screenshot chill sticker support https anchor fm chillspodcast support
133763762,30f4d8d1-80a0-496a-a9cf-6ca1fcf7911b,787719,Chills: A True Crime Podcast,True Crime,Episode 7: The Driller Killer,"When Dr. Clara Harris finds out her husband of 10 years, Dr. David Harris is cheating on her with the receptionist from their very successful dental practice, the results are deadly. Follow us on social media @chillspodcast, rate & review for a free sticker! Send us an email at chillspodcast@yahoo.com. Sources: https://www.houstonpress.com/news/lindseys-loss-6552599

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",1846,30.77,2020-01-31,2020.0,False,full,1,7.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_episode/2053881/2053881-1580506948682-0919a5e802887.jpg,https://anchor.fm/s/cd68fc4/podcast/play/10093524/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-03-10%2F97b562dfe1bc1cafa16edef65fb774a6.m4a,https://anchor.fm/chillspodcast/episodes/Episode-7-The-Driller-Killer-eaihgk,0.0744315432992877,dr clara harris find husband year dr david harris cheat receptionist successful dental practice result deadly follow social medium chillspodcast rate review free sticker send email chillspodcast yahoo com source https www houstonpress com news lindsey loss support https anchor fm chillspodcast support
133763763,f2f46eb4-ecb7-4af1-a62d-aae412cb9b29,787719,Chills: A True Crime Podcast,True Crime,Episode 6: The Springfield Three,"This case is insane. Three women disappear from Springfield, MO without a trace. There’s no evidence or any clues as to what happened. Listen to us go into detail about the case, possible theories, & what we think happened to The Springfield Three. If you have any information about this case, call the Springfield police at (417) 864-1700. Rate & Review us then send us a screenshot of the review to receive a Chills Podcast sticker. Be sure to follow us on all social media platforms @chillspodcast. Email us with case suggestions or just a good ole hello at chillspodcast@yahoo.com. 

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",2494,41.57,2020-01-24,2020.0,False,full,1,6.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/2053881/2053881-1578257383813-a265dbed37978.jpg,https://anchor.fm/s/cd68fc4/podcast/play/9870541/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-03-10%2F07c4736a6900f178c61058d8a61879bb.m4a,https://anchor.fm/chillspodcast/episodes/Episode-6-The-Springfield-Three-eabnod,0.1005563618768733,case insane woman disappear springfield mo trace evidence clue happen listen detail case possible theory think happen springfield information case springfield police rate review send screenshot review receive chill sticker sure follow social medium platform chillspodcast email case suggestion good ole hello chillspodcast yahoo com support https anchor fm chillspodcast support
133763764,1296c318-83bc-4732-acc1-5594069750f8,787719,Chills: A True Crime Podcast,True Crime,Episode 5: Come & Find Me,"This week we have a 2 part episode..sort of. Annie Andrews & her sister perform a seance to hopefully communicate with their recently deceased mother. Weird things start to happen and everyone is shocked to discover what’s truly going on. 2nd Part: Andrew Gustafson returns home from work to find his wife and two children brutally murdered. Find out how these two cases are connected. Send us a screenshot of your rate & review and we’ll send you a Chills sticker! Email us at chillspodcast@yahoo.com. Don’t forget to like our Facebook page & follow us on Instagram and Twitter @chillspodcast :)

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",1857,30.95,2020-01-17,2020.0,False,full,1,5.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/2053881/2053881-1578257383813-a265dbed37978.jpg,https://anchor.fm/s/cd68fc4/podcast/play/9757477/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-03-10%2F0c464e835c9e791e33863504b3cb941d.m4a,https://anchor.fm/chillspodcast/episodes/Episode-5-Come--Find-Me-ea89b5,0.0748669569422475,week sort annie andrew sister perform seance hopefully communicate recently deceased mother weird thing start happen shock discover truly go andrew gustafson return home work find wife child brutally murder find case connect send screenshot rate review send chill sticker email chillspodcast yahoo com forget like facebook page follow instagram twitter chillspodcast support https anchor fm chillspodcast support
133763765,ced04be8-fac5-40ac-9500-b471363f472f,787719,Chills: A True Crime Podcast,True Crime,Episode 4: The Murder of Karla Brown-Solved or Is It?,"Karla Brown was a beautiful all-American woman who was found murdered in her home in what was a very odd crime scene. Karla’s killer was brought to justice but did the police sentence the right guy? Email us at chillspodcast@yahoo.com Sources for today’s episode: Forensic Files episode- https://youtu.be/AKqh5fZzTSk & https://www.google.com/amp/s/csidds.com/2018/10/06/forensics-of-course-the-da-now-says-the-bitemark-opinion-is-meaningless/amp/

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",3715,61.92,2020-01-11,2020.0,False,full,1,4.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_episode/2053881/2053881-1578688844760-379044f19be86.jpg,https://anchor.fm/s/cd68fc4/podcast/play/9554073/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-03-05%2F88b43e1ca82d09ce6edf4d6aa3129b01.m4a,https://anchor.fm/chillspodcast/episodes/Episode-4-The-Murder-of-Karla-Brown-Solved-or-Is-It-ea22mp,0.1497822931781573,karla brown beautiful american woman find murder home odd crime scene karla killer bring justice police sentence right guy email chillspodcast yahoo com source today forensic file https youtu https www google com amp s csidd com forensic course da say bitemark opinion meaningless amp support https anchor fm chillspodcast support
133763766,dd6fce5d-27bb-4aa8-8793-693408ff2d23,787719,Chills: A True Crime Podcast,True Crime,Episode 3: The Disappearance of Aeryn Gillern,"Aeryn was last seen running naked down the street. What happened? This case is filled with ever changing stories by the police. Here’s the link to the documentary we mentioned: https://youtu.be/ncP_JYqQUZU 

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",2050,34.17,2020-01-11,2020.0,False,full,1,3.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_episode/2053881/2053881-1578173731891-aba276b41fad9.jpg,https://anchor.fm/s/cd68fc4/podcast/play/9476537/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-03-05%2F5967f3af075b201f52190e50d3cedb9b.m4a,https://anchor.fm/chillspodcast/episodes/Episode-3-The-Disappearance-of-Aeryn-Gillern-e9vmvp,0.082656023221861,aeryn see run naked street happen case fill change story police link documentary mention https youtu ncp jyqquzu support https anchor fm chillspodcast support
133763767,ed1c55d1-3d5a-40e5-a706-36baf57dbcfa,787719,Chills: A True Crime Podcast,True Crime,Episode 2: The Terrible Murder of Reagan Tokes,"I’m warning you right now. This case will get you fired up-not in a good way. Reagan Tokes was a smart & hard-working woman. Everyone is extremely worried when she doesn’t show up to class. What happened to Reagan?

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",1864,31.07,2020-01-11,2020.0,False,full,1,2.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_episode/2053881/2053881-1578069557746-bfc90d9be0c51.jpg,https://anchor.fm/s/cd68fc4/podcast/play/9396014/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-03-05%2F483948a80c1aa2672ea71a397af9b7aa.m4a,https://anchor.fm/chillspodcast/episodes/Episode-2-The-Terrible-Murder-of-Reagan-Tokes-e9t8be,0.0751572327042207,warn right case fire good way reagan toke smart hard work woman extremely worried class happen reagan support https anchor fm chillspodcast support
133763768,8717d6d6-fd11-459f-907a-5b65931c2d2e,787719,Chills: A True Crime Podcast,True Crime,Episode 1: The Murder of Kelsey Smith,"Kelsey Smith made a quick trip to Target to buy her boyfriend a gift for their sixth month anniversary but she never came home. What happened to Kelsey? 

--- 

Support this podcast: <a href=""https://anchor.fm/chillspodcast/support"" rel=""payment"">https://anchor.fm/chillspodcast/support</a>",1354,22.57,2020-01-11,2020.0,False,full,1,1.0,https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_episode/2053881/2053881-1578064572556-0382e79984a31.jpg,https://anchor.fm/s/cd68fc4/podcast/play/9394905/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2020-03-05%2F1e0490017fc431f4aaf2a3b18593acc5.m4a,https://anchor.fm/chillspodcast/episodes/Episode-1-The-Murder-of-Kelsey-Smith-e9t78p,0.0545960328977876,kelsey smith quick trip target buy boyfriend gift sixth month anniversary come home happen kelsey support https anchor fm chillspodcast support
